Certificate,Runtime,Genre,Description,Directors,Stars,Rating
Not Rated,48.0,"Animation,Action,Horror","
    Saya is a Japanese vampire slayer whose next mission is in a high school on a US military base in 1960s Japan, where she poses as a student. She uses a katana/samurai sword to kill vampires.",Hiroyuki Kitakubo," Yûki Kudô, Saemi Nakamura, Joe Romersa, Rebecca Forstadt",6.7
14+,122.0,"Action,Crime,Thriller","
    Arriving in Moscow, Danila discovers Konstantin dead and he sets out to avenge his death; a journey that leads him to Chicago and a whole new experience.",Aleksey Balabanov," Sergey Bodrov, Viktor Sukhorukov, Sergey Makovetskiy, Irina Saltykova",7.8
PG,89.0,"Adventure,Comedy,Family","
    When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.",Chris Koch," Chevy Chase, Mark Webber, Schuyler Fisk, Chris Elliott",5.1
G,78.0,"Animation,Adventure,Comedy","
    The Rugrats travel to Paris, France, where Chuckie (Christine Cavanaugh) hopes to find a new mother and keep his father from marrying an evil business woman.","Stig Bergqvist, Paul Demeyer"," Christine Cavanaugh, Elizabeth Daily, Cheryl Chase, Tara Strong",6.1
R,119.0,"Action,Comedy,Crime","
    An ex-con is used by police to lure a criminal out of hiding.",Antoine Fuqua," Jamie Foxx, David Morse, Robert Pastorelli, Doug Hutchison",5.8
PG-13,178.0,"Action,Adventure,Drama","
    A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.",Peter Jackson," Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean",8.8
PG-13,135.0,"Biography,Drama","
    After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Ron Howard," Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer",8.2
G,92.0,"Animation,Adventure,Comedy","
    In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.","Pete Docter, David Silverman, Lee Unkrich"," Billy Crystal, John Goodman, Mary Gibbs, Steve Buscemi",8.0
R,113.0,"Drama,Mystery,Sci-Fi","
    After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",Richard Kelly," Jake Gyllenhaal, Jena Malone, Mary McDonnell, Holmes Osborne",8.0
PG,152.0,"Adventure,Family,Fantasy","
    An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",Chris Columbus," Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith",7.6
PG,90.0,"Animation,Adventure,Comedy","
    A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","Andrew Adamson, Vicky Jenson"," Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow",7.8
PG-13,116.0,"Crime,Thriller","
    Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.",Steven Soderbergh," George Clooney, Brad Pitt, Julia Roberts, Matt Damon",7.7
R,122.0,"Crime,Drama,Thriller","
    A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.",Antoine Fuqua," Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger",7.7
R,144.0,"Drama,History,War","
    160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.",Ridley Scott," Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana",7.7
PG-13,106.0,"Action,Crime,Thriller","
    Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.",Rob Cohen," Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster",6.8
PG-13,104.0,"Horror,Mystery,Thriller","
    A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.",Alejandro Amenábar," Nicole Kidman, Christopher Eccleston, Fionnula Flanagan, Alakina Mann",7.6
R,147.0,"Drama,Mystery,Thriller","
    After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",David Lynch," Naomi Watts, Laura Harring, Justin Theroux, Jeanne Bates",8.0
PG-13,183.0,"Action,Drama,History","
    A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.",Michael Bay," Ben Affleck, Kate Beckinsale, Josh Hartnett, William Lee Scott",6.2
PG-13,130.0,"Action,Adventure,Fantasy","
    The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",Stephen Sommers," Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",6.3
PG-13,92.0,"Action,Adventure,Sci-Fi","
    A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.",Joe Johnston," Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola",5.9
PG-13,146.0,"Drama,Sci-Fi","
    A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.",Steven Spielberg," Haley Joel Osment, Jude Law, Frances O'Connor, Sam Robards",7.2
PG-13,127.0,"Drama,Musical,Romance","
    A poet falls for a beautiful courtesan whom a jealous duke covets.",Baz Luhrmann," Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent",7.6
R,110.0,"Comedy,Drama","
    The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.",Wes Anderson," Gene Hackman, Gwyneth Paltrow, Anjelica Huston, Ben Stiller",7.6
R,131.0,"Crime,Drama,Thriller","
    Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.",Ridley Scott," Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta",6.8
R,136.0,"Fantasy,Mystery,Romance","
    A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.",Cameron Crowe," Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell",6.9
PG-13,90.0,Comedy,"
    At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.",Ben Stiller," Ben Stiller, Owen Wilson, Christine Taylor, Will Ferrell",6.5
R,131.0,"Drama,History,War","
    A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.",Jean-Jacques Annaud," Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz",7.6
R,108.0,Comedy,"
    Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",J.B. Rogers," Jason Biggs, Seann William Scott, Shannon Elizabeth, Alyson Hannigan",6.4
R,124.0,"Biography,Crime,Drama","
    The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",Ted Demme," Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths",7.6
R,97.0,"Comedy,Drama,Romance","
    Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.",Sharon Maguire," Renée Zellweger, Colin Firth, Hugh Grant, Gemma Jones",6.7
PG-13,119.0,"Action,Adventure,Sci-Fi","
    In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",Tim Burton," Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan",5.7
PG-13,90.0,"Action,Comedy,Crime","
    Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.",Brett Ratner," Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang",6.6
PG-13,100.0,"Action,Adventure,Fantasy","
    Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.",Simon West," Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor",5.8
PG-13,96.0,"Comedy,Romance","
    Elle Woods (Reese Witherspoon), a fashionable sorority queen is dumped by her boyfriend. She decides to follow him to law school, while she is there, she figures out that there is more to her than just looks.",Robert Luketic," Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis",6.3
R,99.0,"Action,Crime,Thriller","
    A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.",Dominic Sena," John Travolta, Hugh Jackman, Halle Berry, Don Cheadle",6.5
PG-13,120.0,"Drama,Mystery,Sci-Fi","
    PROT is a patient at a mental hospital who claims to be from a far away planet named K PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations.",Iain Softley," Kevin Spacey, Jeff Bridges, Mary McCormack, Alfre Woodard",7.4
PG-13,132.0,"Action,Adventure,Romance","
    After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",Brian Helgeland," Heath Ledger, Mark Addy, Rufus Sewell, Shannyn Sossamon",6.9
R,104.0,Comedy,"
    The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie.",Kevin Smith," Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson",6.8
R,83.0,"Comedy,Horror","
    Four teens are tricked by Professor Oldman (Tim Curry) into visiting a haunted house for a school project.",Keenen Ivory Wayans," Anna Faris, Marlon Wayans, Antony Acker, Mark Barrett",5.3
R,122.0,"Horror,Mystery,Thriller","
    In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper.","Albert Hughes, Allen Hughes"," Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane",6.8
R,126.0,"Action,Crime,Thriller","
    Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.",Tony Scott," Robert Redford, Brad Pitt, Catherine McCormack, Stephen Dillane",7.1
PG-13,132.0,Drama,"
    A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.",Jessie Nelson," Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest",7.7
PG-13,114.0,"Comedy,Drama,Fantasy","
    A shallow man falls in love with a 300-pound woman because of her inner beauty.","Bobby Farrelly, Peter Farrelly"," Jack Black, Gwyneth Paltrow, Jason Alexander, Joe Viterelli",5.9
G,111.0,"Comedy,Family,Romance","
    Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.",Garry Marshall," Julie Andrews, Anne Hathaway, Hector Elizondo, Heather Matarazzo",6.3
R,124.0,"Crime,Drama,Thriller","
    An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.",Frank Oz," Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett",6.8
PG-13,101.0,"Comedy,Sci-Fi","
    A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor.",Ivan Reitman," David Duchovny, Orlando Jones, Julianne Moore, Seann William Scott",6.1
R,111.0,"Comedy,Drama","
    With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives.",Terry Zwigoff," Steve Buscemi, Thora Birch, Scarlett Johansson, Brad Renfro",7.3
R,90.0,"Horror,Mystery","
    A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.",Victor Salva," Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher",6.2
PG-13,112.0,"Adventure,Comedy","
    A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.",Jerry Zucker," Breckin Meyer, Amy Smart, Whoopi Goldberg, Vince Vieluf",6.4
PG,88.0,"Action,Adventure,Comedy","
    The children of secret-agent parents must save them from danger.",Robert Rodriguez," Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino",5.5
PG-13,90.0,"Comedy,Romance","
    A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",Peter Chelsom," John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan",6.9
R,116.0,"Crime,Drama","
    A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.","Joel Coen, Ethan Coen"," Billy Bob Thornton, Frances McDormand, Michael Badalucco, James Gandolfini",7.5
R,123.0,"Adventure,Comedy,Crime","
    A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways.",Gore Verbinski," Brad Pitt, Julia Roberts, James Gandolfini, J.K. Simmons",6.1
